IBGE;IBGE7;UF;Regiao;Município;Pop_total_2010;Pop_Urbana2010;Pop_Rural2010;Porte_pop2010;areaKm2;NU_IDENTIFICADOR;ident_0_1;ident_0_2;ident_0_3;ident_0_4;ident_0_5;ident_0_6;ident_0_7;ident_0_8;ident_0_9;ident_0_10;ident_0_11;ident_0_12;ident_0_13;ident_0_14;Latitude;Longitude;q_1;q_2;q_3;q_4;q_5;q_6_1;q_6_2;q_7_1;q_7_2;q_7_3;q_7_4;q_7_5;q_7_6;q_8;q_9_1;q_9_2;q_9_3;q_9_4;q_9_5;q_9_6;q_9_7;q_9_8;q_9_9;q_9_10;q_9_11;q_9_12;q_9_13;q_9_14;q_9_99;q_9_99_1;q_10_1;q_10_2;q_10_3;q_10_4;q_10_5;q_10_6;q_10_7;q_10_8;q_10_99;q_10_99_1;q_11_1;q_11_2;q_11_3;q_11_4;q_11_5;q_11_6;q_11_7;q_11_8;q_11_9;q_11_99;q_11_99_1;q_12;q_13;q_14_1;q_14_2;q_14_3;q_14_4;q_14_5;q_14_6;q_14_7;q_14_8;q_14_9;q_14_0;q_15;q_16_1;q_16_2;q_16_3;q_16_4;q_16_5;q_16_6;q_16_7;q_16_8;q_16_9;q_16_10;q_16_0;q_17;q_18_1;q_18_2;q_18_3;q_18_4;q_18_99;q_18_0;q_18_99_1;q_19_1;q_19_2;q_19_3;q_19_4;q_19_0;q_19_4_1;q_20_0;q_20_1;q_20_2;q_20_3;q_20_4;q_20_5;q_20_6;q_20_99;q_20_99_1;q_21_0;q_21_1;q_21_2;q_21_3;q_21_4;q_21_5;q_21_6;q_21_7;q_22;q_23;q_24;q_25;q_26_2;q_26_1;q_26_3;q_26_4;q_26_5;q_26_6;q_26_7;q_26_8;q_26_9;q_26_10;q_26_11;q_26_99;q_26_99_1;q_27_1;q_27_2;q_27_3;q_27_4;q_27_5;q_27_6;q_27_7;q_27_8;q_27_99;q_27_99_1;q_28_1;q_28_2;q_28_3;q_28_4;q_28_5;q_28_6;q_28_7;q_28_8;q_28_9;q_28_10;q_28_11;q_28_12;q_28_13;q_28_14;q_28_99;q_28_0;q_28_99_1;q_29;q_29_1;q_30;q_32;Q_completo;d_6;d_13_sala_excl_categoria;d22_cap_atend_cat;d_29_1;d_31_9bin1_sum;d_31_9bin2_sum;d_31_9bin3_sum;d_31_10bin1_sum;d_31_10bin2_sum;d_31_10bin3_sum;d_31_10bin4_sum;d_31_10bin5_sum;d_31_11bin1_sum;d_31_11bin2_sum;d_31_11bin3_sum;d_31_11bin4_sum;nu_trabalhadores
355150;3551504;35;3;Serrana;38878;38466;412;2;126,046;3551503405855;CCI - CENTRO DE CONVIVENCIA DO IDOSO;32;AMAPÁ;333; ;BOA VISTA;14150000;SERRANA;SP;cci.idoso@gmail.com;(16) 39877177; ; ;06/09/1989;-21.201.077.160.889.500;-4.760.472.536.087.030;2;0;60.250.263/0001-80;1;1;5;8;0;0;0;0;0;1;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;1;0;0;0;0; ;0;0;0;0;0;0;0;0;0;1;Cras I e II;1;2;1;1;1;1;1;1;1;1;0;0;1;0;0;0;0;0;1;1;0;0;0;0;4;0;1;0;0;0;0; ; ; ; ; ;1; ;1; ; ; ; ; ; ; ; ;0;0;0;0;1;0;0;1;450;6;5;3;1;1;1;1;0;0;0;1;0;0;1;0; ;1;1;1;1;1;1;1;1;0; ;1;0;0;1;0;0;1;0;0;0;1;0;0;1;0;0; ;0; ;2;99;0;2;2;13; ;3;6;6;0;1;0;0;1;0;0;2;13;15
355170;3551702;35;3;Sertãozinho;110074;108772;1302;4;403,089;3551703409470;CENTRO DE CONVIVÊNCIA DO IDOSO;32;Washington Luis;603; ;Jardim Sumaré;14170610;SERTAOZINHO;SP;cci@sertaozinho.sp.gov.br;(16) 39429019; ; ;25/10/2007;-21.144.178.493.503.700;-47.995.252.311.229.700;2;1; ; ;1;5;9;0;0;0;0;0;1;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;1;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ;0;1;0;1;1;1;1;1;0;1;1;0;1;0;0;0;0;0;1;1;0;1;1;0;4;0;1;0;0;0;0; ;1;0;0;0;0; ;1; ; ; ; ; ; ; ; ;0;0;0;1;1;0;0;1;436;6;4;3;1;1;1;1;1;1;0;1;0;0;1;0; ;1;1;1;1;1;0;0;1;0; ;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0; ;0; ;1;2;0;2;1;13; ;0;5;8;1;2;0;0;0;4;0;3;6;13
355180;3551801;35;3;Sete Barras;13005;7191;5814;1;1062,699;3551803405856;CENTRO DE CONVIVÊNCIA - NUCLEO DE DESENVOLVIMENTO DE PROGRAMAS E PROJETOS SOCIAIS;32;Manoel Clemente de  Oliveira;0; ;Jdim Nsa Sra Aparecida;11910000;SETE BARRAS;SP;social@setebarras.sp.gov.br;(13) 38722512; ; ;01/08/2012;-2.438.398.083.950.540;-4.792.429.447.174.070;2;1; ; ;1;5;8;0;1;1;1;1;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;1;1;1;0;1;0;0;0; ;0;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;0;2;1;1;1;1;0;0; ;0;1;0;0;0; ;0;1;0;0;0;0;0;0; ;0;0;1;1;1;1;1;1;400;3;4;3;1;0;1;1;1;0;1;1;0;1;0;1;corte costura;1;1;0;0;1;0;0;0;0; ;0;1;0;0;1;0;1;1;1;1;0;1;0;1;0;0; ;0; ;1;2;0;2;1;13; ;1;7;1;0;0;0;0;0;0;0;0;9;9
355180;3551801;35;3;Sete Barras;13005;7191;5814;1;1062,699;3551803405857;CENTRO DE CONVIVÊNCIA CCI;32;São Jorge;100; ;Centro;11910000;SETE BARRAS;SP;social@setebarras.sp.gov.br;(13) 38722004; ; ;08/03/2014;-2.438.094.665.469.360;-4.792.825.341.224.670;2;1; ; ;1;5;6;0;0;0;0;1;1;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;1;1;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ;0;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;0;1;1;1;1;0;1;1;1;0;0;0;0; ;1;0;0;0;0; ;1; ; ; ; ; ; ; ; ;0;0;0;0;1;0;0;1;500;6;5;4;1;0;1;1;1;0;0;1;0;0;0;0; ;1;1;1;0;0;0;0;1;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;0; ;1;2;0;1;1;13; ;0;1;0;0;0;0;0;0;0;0;1;0;1
355190;3551900;35;3;Severínia;15501;14774;727;1;140,46;3551903405858;CENTRO DE CONVIVÊNCIA E FORTALECIMENTO DE VINCULO - ALEGRIA DE VIVER;32;SALOMÃO GALIB TANNURI;237; ;CENTRO;14735000;SEVERINIA;SP;social@severinia.sp.gov.br;(17) 38171101; ;(17) 38171101;01/06/2004;-20.806.268.080.661.100;-4.880.392.491.817.470;2;1; ; ;1;5;8;0;0;0;0;1;1;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;1;1;1;1;0;0;1;0;1;encontros intermunicipais;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;2;1;1;1;1;0;0; ;1;1;1;0;0; ;1; ; ; ; ; ; ; ; ;0;0;0;1;1;0;1;1;200;6;5;4;1;1;1;1;0;1;1;1;0;0;1;0; ;1;1;1;1;0;0;0;1;0; ;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;SCFV, PAIF, BPC.;0; ;3;2;0;2;1;12; ;1;5;8;1;1;0;0;2;4;0;0;10;14
355190;3551900;35;3;Severínia;15501;14774;727;1;140,46;3551903412728;CENTRO DE CONVIVÊNCIA E FORTALECIMENTO DE VINCULOS - PROJETO ALVORECER;32;ANTONIO SCATOLIN;640; ;COHAB II;14735000;SEVERINIA;SP;social@severinia.sp.gov.br;(17) 38171305; ; ;01/06/2004;-20.805.666.328.986.200;-4.880.846.321.582.790;2;1; ; ;1;5;8;0;1;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;1;1;1;0;0;0;1;0;0; ;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;2;0;1;0;0;0;0; ;1;1;0;0;0; ;1; ; ; ; ; ; ; ; ;0;0;1;0;0;1;0;0;150;6;5;4;1;1;1;1;0;1;1;1;0;1;1;0; ;1;1;1;1;0;1;1;1;0; ;0;0;0;0;1;1;1;1;1;0;0;0;1;1;0;0; ;0; ;2;2;0;2;1;11; ;2;11;7;1;1;0;0;3;5;0;1;14;20
355220;3552205;35;3;Sorocaba;586625;580655;5970;4;450,382;3552203400913;CENTRO DE CONVIVÊNCIA PROJETO BUSCANDO A PAZ;3;ATALIBA PONTES;283; ;PARQUE PAINEIRAS;18078613;SOROCABA;SP;buscandoapaz@yahoo.com.br;(15) 32233714; ; ;02/05/1986;-234.427.028;-4.747.589.199.999.990;2;0;50.806.223/0004-61;2;1;5;8;1;1;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;1;1;1;1;1;1;1;0;1;1;0;1;0;1;0;0;0;1;1;0;1;0;0;2;1;1;0;1;0;0; ;1;0;0;0;0; ;1; ; ; ; ; ; ; ; ;0;0;0;0;0;1;0;0;80;4;5;4;1;1;1;0;0;1;1;1;0;0;1;0; ;1;1;1;0;0;0;0;1;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;0; ;2;2;0;2;1;8; ;0;3;8;4;2;0;0;1;0;0;0;11;11
355220;3552205;35;3;Sorocaba;586625;580655;5970;4;450,382;3552203400914;CENTRO DE CONVIVÊNCIA INTEGRAR INSTITUIÇÃO TERAPÊUTICA DE GRUPOS DE HABILITAÇÃO E REABILITAÇÃO;3;COMENDADOR PEREIRA INÁCIO;1991; ;LAJEADO;18030005;SOROCABA;SP;social@integrarsorocaba.org.br;(15) 32129030;9032; ;21/09/1993;-23.520.883.830.301.800;-4.745.274.066.925.040;2;0;71.558.647/0001-81;1;1;5;4;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0; ;0;1;1;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ;0;6;1;1;1;1;0;1;0;1;1;0;1;0;0;0;1;1;1;0;0;0;0;0;4;0;1;0;1;0;0; ;1;0;0;0;0; ;1; ; ; ; ; ; ; ; ;0;0;1;1;0;1;0;0;30;6;5;4;1;1;1;1;1;1;0;0;0;0;1;0; ;1;1;0;0;0;0;0;1;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;0; ;2;2;0;0;4;3; ;0;7;20;8;1;0;0;1;0;0;0;27;27
355220;3552205;35;3;Sorocaba;586625;580655;5970;4;450,382;3552203400915;CENTRO DE CONVIVÊNCIA PROJETO PESCAR - UNIDADE PROJETO PESCAR EMERSON;3;HOLLINGSWORTH;325; ;IPORANGA;18087105;SOROCABA;SP;janaina@projetopescar.org.br;(15) 34139605; ; ;08/08/2010;-23.457.121.811.438.900;-4.741.562.132.846.190;2;0;00.932.411/0001-15;2;1;5;4;0;0;1;1;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;1;0;1;universidades (visitas tecnicas);0;0;1;0;0;0;0;0;0;0; ;0;2;1;1;1;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;2;0;1;0;0;0;0; ;1;0;0;0;0; ;1; ; ; ; ; ; ; ; ;0;0;0;0;0;1;0;0;15;2;5;4;0;0;0;0;1;1;0;0;0;1;1;0; ;1;1;1;0;1;1;1;1;0; ;0;0;0;0;1;0;1;1;1;1;0;0;0;1;0;0; ;0; ;1;2;0;0;2;2; ;0;0;3;0;1;0;0;2;0;0;0;3;3
355220;3552205;35;3;Sorocaba;586625;580655;5970;4;450,382;3552203400916;CENTRO DE CONVIVÊNCIA PROJETO PESCAR - UNIDADE PROJETO METSO;3;INDEPENDENCIA;2500; ;JARDIM IPORANGA;18087101;SOROCABA;SP;janaina@projetopescar.org.br;(15) 21021608; ; ;01/03/1991;-234.405.839;-474.166.484;2;0;00.932.411/0001-15;2;1;5;4;0;0;1;1;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;1;0;0;0;0;0;0;0; ;0;2;1;1;1;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;2;0;1;0;0;0;0; ;1;0;0;0;0; ;1; ; ; ; ; ; ; ; ;0;0;0;0;0;1;0;0;15;2;5;4;0;0;0;0;1;1;0;0;0;1;0;0; ;1;1;1;0;1;1;1;1;0; ;0;0;0;0;1;0;1;0;1;1;0;0;0;1;0;0; ;0; ;1;2;0;0;2;2; ;0;0;3;1;1;0;0;1;0;0;0;3;3
355220;3552205;35;3;Sorocaba;586625;580655;5970;4;450,382;3552203401391;CENTRO DE CONVIVÊNCIA AÇÃO COMUNITARIA INHAYBA;12;Estrada do sol;0;caixa de luz 3000;inhayba;18108820;SOROCABA;SP;aci@inhayba.org.br;(15) 32364500; ; ;09/09/1996;-2.353.023.928.465.860;-4.733.126.363.775.220;2;0;01.641.477/0001-19;1;2;5;9;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0; ;0;1;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ;0;1;0;1;1;1;1;1;1;1;1;0;1;0;0;0;0;0;1;1;0;1;0;0;2;1;1;0;1;0;0; ;1;0;0;0;0; ;1; ; ; ; ; ; ; ; ;0;0;0;0;0;1;0;0;135;3;5;4;1;0;1;0;0;1;0;1;0;1;1;0; ;1;1;0;0;1;0;0;1;0; ;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0; ;0; ;1;2;0;2;1;11; ;0;7;7;1;1;0;0;1;0;0;0;14;14
355220;3552205;35;3;Sorocaba;586625;580655;5970;4;450,382;3552203405863;CENTRO DE CONVIVÊNCIA LAR ESCOLA MONTEIRO LOBATO DE SOROCABA;32;ANTONIO APARECIDO FERRAZ;1111; ;JARDIM ITANGUA;18052280;SOROCABA;SP;FALECOM@MONTEIROLOBATOSOROCABA.ORG;(15) 32214970;23; ;19/05/1946;-2.353.823.680.183.330;-4.749.669.803.491.560;2;0;71.492.318/0001-85;1;1;5;8;0;1;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;3;1;1;1;1;1;1;1;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;3;0;1;0;0;0;0; ;1;0;0;0;0; ;1; ; ; ; ; ; ; ; ;0;0;0;0;0;1;0;0;130;3;5;4;1;1;1;0;0;1;1;1;0;0;1;0; ;1;1;1;1;0;0;0;1;0; ;0;0;0;0;1;0;1;1;1;1;0;1;0;1;0;0; ;0; ;3;2;0;2;2;11; ;4;6;4;1;1;0;0;1;0;0;0;14;14
355220;3552205;35;3;Sorocaba;586625;580655;5970;4;450,382;3552203405864;CENTRO DE CONVIVÊNCIA CENTRO DE REABILITAÇÃO VIDA NOVA (BOS);32;ANTONIO CANDIDO PEREIRA;121; ;JARDIM FACULDADE;18030205;SOROCABA;SP;vanessa.braga@asac.org.br;(15) 32127877; ; ;01/02/2013;-23.513.849.291.698.300;-4.746.022.231.542.150;2;0;50.795.566/0008-00;2;2;5;10;0;0;0;0;1;1;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;1;1;1;0;0;0;1;0; ;0;0;0;0;0;0;1;0;0;1;Academia Bos fit e Sesc Sorocaba;0;1;1;1;1;1;1;1;0;1;1;0;1;0;0;0;0;1;1;0;0;1;0;0;4;0;1;0;0;0;0; ;1;0;0;0;0; ;1; ; ; ; ; ; ; ; ;0;0;1;1;1;1;1;0;95;4;3;3;1;0;0;0;0;0;0;0;0;1;1;1;Atividade de esporte adaptado;1;1;0;1;0;0;0;1;0; ;1;0;0;0;0;0;1;0;1;1;1;0;0;1;0;0; ;0; ;1;2;0;3;1;10; ;0;2;8;1;1;0;0;1;0;0;0;10;10
355220;3552205;35;3;Sorocaba;586625;580655;5970;4;450,382;3552203405865;CENTRO DE CONVIVÊNCIA GRUPO DE PREVENÇÃO E APOIO AO CÂNCER INFANTIL;32;ANTONIO MIGUEL PEREIRA;45; ;JARDIM FACULDADE;18030250;SOROCABA;SP;servicosocial@gpaci.org.br;(15) 21016586; ; ;03/08/2011;-23.514.361.060.901.400;-47.464.735.507.965.000;2;0;50.819.523/0001-32;2;1;1;2;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0; ;0;1;1;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ;0;1;1;1;1;1;1;1;0;1;1;0;0; ; ; ; ; ; ; ; ; ; ; ; ;0;1;0;0;0;0; ;1;0;0;0;0; ;1; ; ; ; ; ; ; ; ;0;0;1;0;0;1;1;1;60;2;4;4;0;1;1;1;0;1;0;0;1;0;1;0; ;1;1;1;0;1;0;0;1;0; ;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0; ;0; ;3;2;0;0;1;6; ;0;0;4;0;2;0;0;2;0;0;0;4;4
355220;3552205;35;3;Sorocaba;586625;580655;5970;4;450,382;3552203405866;CENTRO DE CONVIVÊNCIA CENTRO COMUNITÁRIO PADRE LUIZ SCROSOPPI;32;ANTONIO SOARES DA SILVA;50; ;JARDIM NOVO MUNDO;18119090;SOROCABA;SP;pcentroalegria@gmail.com;(15) 32436149; ; ;23/10/1995;-23.538.782.992.263.900;-4.750.211.477.279.660;2;0;01.496.217/0001-05;2;1;5;8;1;1;1;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;3;1;1;1;1;1;1;1;1;1;0;1;0;1;0;0;0;1;1;0;1;1;0;3;0;1;0;0;0;0; ;1;0;0;0;0; ;1; ; ; ; ; ; ; ; ;0;0;0;0;0;1;0;0;155;6;5;4;1;1;1;1;1;1;1;1;0;1;1;0; ;1;1;1;1;1;1;1;1;0; ;0;0;0;0;1;1;1;1;1;1;0;0;0;1;0;0; ;0; ;1;2;0;2;2;12; ;3;2;9;2;1;0;0;0;0;0;0;14;14
355220;3552205;35;3;Sorocaba;586625;580655;5970;4;450,382;3552203405867;CENTRO DE CONVIVÊNCIA CASA DO CIRINEU;32;ARNALDO GIARDINI;131; ;JARDIM ITANGUÁ II;18056150;SOROCABA;SP;casa.docirineu@ig.com.br;(15) 32027353; ; ;01/05/1993;-2.350.676.666.060.290;-47.499.035.596.847.500;2;0;71.558.449/0001-18;2;1;4;2;0;1;1;1;1;1;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;2;0;0;1;1;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;4; ; ; ; ; ;1; ;1;0;0;0;0; ;1; ; ; ; ; ; ; ; ;0;1;0;0;0;0;0;0;30;2;3;2;0;0;1;1;1;0;0;0;0;0;0;0; ;1;1;1;0;0;0;0;1;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;0; ;3;2;0;0;2;3; ;1;2;5;1;0;0;0;0;0;0;0;8;8
355220;3552205;35;3;Sorocaba;586625;580655;5970;4;450,382;3552203405915;CENTRO DE CONVIVÊNCIA ASSOCIAÇÃO OBRA DO BERÇO DE SOROCABA;32;CAPITÃO JOSÉ DIAS;95; ;CENTRO;18035260;SOROCABA;SP;obradobercosorocaba@gmail.com;(15) 32322312; ; ;07/12/1971;-23.503.293.068.450.000;-4.745.832.960.110.400;2;0;71.871.602/0001-62;2;1;1;3;1;1;1;1;1;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;1;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ;0;4;0;0;1;0;0;1;0;1;1;0;1;0;0;0;0;0;0;1;0;1;0;0;4;1;1;0;0;0;0; ; ; ; ; ;1; ;1; ; ; ; ; ; ; ; ;0;0;0;1;0;1;1;0;10;1;1;3;0;0;0;0;0;0;0;0;0;0;1;0; ;1;1;1;0;1;1;0;1;0; ;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0; ;1;5;2;2;0;0;3;1;1;0;3;7;0;1;0;0;0;0;0;0;10;10
355220;3552205;35;3;Sorocaba;586625;580655;5970;4;450,382;3552203405916;CENTRO DE CONVIVÊNCIA CENTRO CULTURAL QUILOMBINHO;32;SOTERO JOSE DO BONFIM;171; ;JARDIM MARIA EUGENIA;18074480;SOROCABA;SP;quilombinho25@gmail.com;(15) 323334275; ; ;26/10/2004;-2.345.660.959.143.580;-47.489.415.478.994.400;2;0;07.110.905/0001-63;1;1;5;8;1;1;1;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;1;0;0;1;0; ; ; ; ; ; ; ; ; ; ; ; ;0;2;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;0;1;1;1;1;0;0;4;1;0;1;0;0;0; ;1;1;1;0;0; ;0;0;0;0;0;1;0;0; ;0;0;0;0;0;1;0;0;60;2;5;3;1;1;1;0;1;1;1;1;1;1;0;0; ;1;1;0;0;0;0;1;1;0; ;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0; ;1;1;3;2;0;2;2;6;1;0;2;1;0;1;0;0;0;0;0;0;3;3
355220;3552205;35;3;Sorocaba;586625;580655;5970;4;450,382;3552203405917;CENTRO DE CONVIVÊNCIA CENTRO FAMILIAR DE SOLIDARIEDADE NOSSA SENHORA RAINHA DA PAZ;32;CARLOS EUGÊNIO SIQUEIRA SALERNO;568; ;CAMPOLIM;18048040;SOROCABA;SP;anspaz.cefas@ig.com.br;(15) 32242266; ; ;25/10/1991;-23.531.786.002.573.400;-4.747.081.875.801.080;2;0;71.567.168/0001-21;2;1;5;8;1;1;1;1;1;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;1;1;0;0;1;1;0; ; ; ; ; ; ; ; ; ; ; ; ;1;3;1;1;1;1;1;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;4;1;1;1;1;0;0; ;1;0;0;0;0; ;1; ; ; ; ; ; ; ; ;0;0;0;0;0;1;1;0;250;6;5;4;1;1;1;1;1;1;1;1;1;1;1;0; ;1;1;1;0;1;0;1;1;0; ;0;0;0;0;1;0;1;1;1;1;0;0;0;0;1;0;gestao e sustentabilidade;1;1;1;2;0;2;2;13;1;1;4;4;1;1;0;0;1;0;0;0;9;9
355220;3552205;35;3;Sorocaba;586625;580655;5970;4;450,382;3552203405918;CENTRO DE CONVIVÊNCIA PROJETO PESCAR - UNIDADE PROJETO PESCAR ZF;32;CONDE ZEPPELIN;1935; ;EDEN;18087101;SOROCABA;SP;janaina@projetopescar.org.br;(15) 40092317; ; ;03/02/1997;-234.314.227.587.658;-4.739.669.474.243.070;2;0;00.932.411/0001-15;2;1;5;6;0;0;1;1;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;1;0;0; ;0;0;1;0;0;0;0;0;0;1;ESCOLAS E UNIVERSIDADES;0;2;1;1;1;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;2;0;1;0;0;0;0; ;1;0;0;0;0; ;1; ; ; ; ; ; ; ; ;0;0;0;0;0;1;0;0;15;2;5;4;0;0;0;0;1;1;0;0;0;1;1;0; ;1;1;1;0;1;1;1;1;0; ;0;0;0;0;1;0;1;1;1;1;0;0;0;1;0;0; ;0; ;1;2;0;1;2;2; ;0;0;3;1;1;0;0;1;0;0;0;3;3
355220;3552205;35;3;Sorocaba;586625;580655;5970;4;450,382;3552203405919;CENTRO DE CONVIVÊNCIA ASSOCIAÇÃO DE AJUDA AS VITIMAS DE QUEIMADURAS - AVIQ;32;CONEGO JANUARIO BARBOSA;396; ;JARDIM VERGUEIRO;18030075;SOROCABA;SP;aviq@outlook.com;(15) 34118912; ; ;19/09/2007;-23.508.418.629.772.500;-4.745.961.420.572.710;2;0;09.098.949/0001-40;2;1;4;6;1;1;1;1;1;1;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;1;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ;1;4;0;0;0;0;1;0;MEDICOS; ; ; ; ;1; ;1; ; ; ; ; ; ; ; ;0;0;1;1;1;1;1;1;100;6;4;2;0;0;0;0;0;0;0;0;0;0;1;0; ;0;0;0;0;0;0;0;0;1;CUIDADOS QUANTO A PELE QUEIMADA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;SAUDE;0; ;2;2;0;0;1;10; ;0;0;1;0;0;0;0;0;0;0;0;1;1
355220;3552205;35;3;Sorocaba;586625;580655;5970;4;450,382;3552203405920;CENTRO DE CONVIVÊNCIA ASSOCIAÇÃO BOM PASTOR - CEC SÃO BENTO;32;DORACY DO AMARAL;104; ;PARQUE SÃO BENTO;18072130;SOROCABA;SP;cec@saobento.com;(15) 997846370; ; ;01/01/2008;-234.346.675;-475.126.712;2;0;07.668.736/0001-81;1;1;5;8;1;1;1;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;1;1;1;0;1;1;1;0;0; ;0;1;1;1;1;1;1;1;1;1;1;0;1;0;1;0;0;1;1;1;0;1;0;0;3;0;0;1;0;0;0; ;1;1;1;0;0; ;1; ; ; ; ; ; ; ; ;1;0;0;0;0;0;0;0;155;5;5;3;1;1;1;1;1;1;1;1;1;1;1;0; ;1;1;1;1;1;1;1;1;0; ;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0; ;0; ;1;2;0;2;1;12; ;0;6;1;2;0;0;0;0;0;0;0;7;7
355220;3552205;35;3;Sorocaba;586625;580655;5970;4;450,382;3552203405922;CENTRO DE CONVIVÊNCIA COMUNIDADE KOLPING PADRE JUSTINO DO ÉDEN;32;EUGENIO LEITE DA CRUZ;688; ;EDEN;18103431;SOROCABA;SP;kolping.sorocaba@gmail.com;(15) 32253506; ; ;08/03/1981;-23.414.778.570.890.500;-4.741.460.976.654.010;2;0;50.814.664/0001-62;2;1;5;3;0;1;1;1;1;1;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;1;0;0;1;0;1;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ;1;4; ; ; ; ; ;1; ; ; ; ; ;1; ;1; ; ; ; ; ; ; ; ;1;0;0;0;0;0;0;0;200;2;5;3;0;1;0;0;0;0;0;0;0;1;0;1;cursos profissionalizantes,atividades com idosos(ginastica) crianças adolescentes e adultos (capoeira);0;1;0;0;0;0;0;0;1;Orientação sobre o mundo do trabalho,como se portar em uma entrevista de trabalho,também orientação sobre curriculo.Tudo o que pode ajudar a pessoa a se desenvolver o seu melhor no mercado de trabalho;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0; ;1;3;3;2;0;0;1;12;1;0;2;4;0;0;0;0;0;0;0;0;6;6
