IBGE;NU_IDENTIFICADOR;q01;q02;q03;q04;q05;q06;q07;q08;q09;q010;q011;q012;q013;q014;Latitude;Longitude;q1;q2;q3_1;q3_2;q4;q5_1;q5_2;q5_3;q5_4;q5_5;q5_6;q6;q7_1;q7_2;q7_3;q7_4;q7_5;q7_6;q7_7;q7_8;q7_9;q7_10;q7_11;q7_12;q7_13;q7_14;q7_15;q7_16;q7_17;q7_99;q7_99_1;q8_0;q8_1;q8_2;q8_3;q8_4;q8_5;q8_6;q8_7;q8_8;q8_9;q8_99;q8_99_1;q9_1;q9_2;q9_3;q9_4;q9_5;q9_6;q9_7;q9_8;q9_9;q9_10;q9_99;q9_99_1;q10;q11;q12_1;q12_2;q12_3;q12_4;q12_5;q12_6;q12_7;q12_8;q12_99;q12_0;q12_99_1;q13;q14;q15_1;q15_2;q15_3;q15_4;q15_5;q15_6;q15_7;q15_8;q15_9;q15_10;q15_99;q15_0;q15_99_1;q16;q17_1;q17_2;q17_3;q17_4;q17_5;q17_99;q17_0;q17_99_1;q18_1;q18_2;q18_3;q18_99;q18_0;q18_99_1;q19_0;q19_1;q19_2;q19_3;q19_4;q19_5;q19_6;q19_7;q19_8;q19_9;q19_10;q19_11;q19_12;q19_13;q19_14;q19_15;q19_99;q19_99_1;q20_0;q20_97;q20_1;q20_2;q20_3;q20_4;q20_5;q20_6;q20_7;q21;q22;q23;q24;q25_1;q25_2;q25_3;q25_4;q25_5;q25_6;q25_7;q25_8;q25_9;q25_10;q25_11;q25_99;q25_99_1;q26_1;q26_2;q26_3;q26_4;q26_5;q26_6;q26_7;q26_8;q26_9;q26_10;q26_11;q26_12;q26_99;q26_99_1;q27;q28;q29;q30_1;q30_2;q30_3;q30_4;q30_5;q30_6;q30_7;q30_8;q30_99;q30_99_1;q31_1;q31_2;q31_3;q31_4;q31_5;q31_6;q31_7;q31_8;q31_99;q31_0;q31_99_1;q32;q33_1;q33_2;q33_3;q33_4;q33_99;q33_99_1;q34_1;q34_2;q34_3;q34_4;q34_5;q34_6;q34_7;q34_8;q34_9;q34_10;q34_99;q34_0;q34_99_1;q35;IBGE7;UF;Regiao;Município;Pop_total_2010;Pop_Urbana2010;Pop_Rural2010;Porte_pop2010;areaKm2;Q_incompleto;Estadual;q7_1_velha;q7_2_velha;q7_3_velha;q7_4_velha;q7_5_velha;q7_6_velha;q7_7_velha;q7_8_velha;q7_9_velha;q7_10_velha;q7_11_velha;q7_12_velha;q7_13_velha;q7_14_velha;q7_15_velha;q7_16_velha;q7_17_velha;q7_99_velha;q8_0_velha;q8_1_velha;q8_2_velha;q8_3_velha;q8_4_velha;q8_5_velha;q8_6_velha;q8_7_velha;q8_8_velha;q8_9_velha;q8_99_velha;q9_1_velha;q9_2_velha;q9_3_velha;q9_4_velha;q9_5_velha;q9_6_velha;q9_7_velha;q9_8_velha;q9_9_velha;q9_10_velha;q9_99_velha;q12_1_velha;q12_2_velha;q12_3_velha;q12_4_velha;q12_5_velha;q12_6_velha;q12_7_velha;q12_8_velha;q12_99_velha;q12_0_velha;q14_velha;q15_1_velha;q15_2_velha;q15_3_velha;q15_4_velha;q15_5_velha;q15_6_velha;q15_7_velha;q15_8_velha;q15_9_velha;q15_10_velha;q15_99_velha;q15_0_velha;q16_velha;q17_1_velha;q17_2_velha;q17_3_velha;q17_4_velha;q17_5_velha;q17_99_velha;q17_0_velha;q18_1_velha;q18_2_velha;q18_3_velha;q18_99_velha;q18_0_velha;q19_0_velha;q19_1_velha;q19_2_velha;q19_3_velha;q19_4_velha;q19_5_velha;q19_6_velha;q19_7_velha;q19_8_velha;q19_9_velha;q19_10_velha;q19_11_velha;q19_12_velha;q19_13_velha;q19_14_velha;q19_15_velha;q19_99_velha;q20_0_velha;q20_1_velha;q20_2_velha;q20_3_velha;q20_4_velha;q20_5_velha;q20_6_velha;q20_7_velha;q20_97_velha;q29_velha;q30_1_velha;q30_2_velha;q30_3_velha;q30_4_velha;q30_5_velha;q30_6_velha;q30_7_velha;q30_8_velha;q30_99_velha;q31_1_velha;q31_2_velha;q31_3_velha;q31_4_velha;q31_5_velha;q31_6_velha;q31_7_velha;q31_8_velha;q31_99_velha;q31_0_velha;q33_1_velha;q33_2_velha;q33_3_velha;q33_4_velha;q33_99_velha;q34_1_velha;q34_2_velha;q34_3_velha;q34_4_velha;q34_5_velha;q34_6_velha;q34_7_velha;q34_8_velha;q34_9_velha;q34_10_velha;q34_99_velha;q34_0_velha;d_3;d11_sala_excl_categoria;d21_cap_atend_cat;filter_$;d36_9bin1_sum;d36_9bin2_sum;d36_9bin3_sum;d36_10bin1_sum;d36_10bin2_sum;d36_10bin3_sum;d36_10bin4_sum;d36_10bin5_sum;d36_11bin1_sum;d36_11bin2_sum;d36_11bin3_sum;d36_11bin4_sum;nu_trabalhadores
110010;1100103409617;CENTRO DE CONVIVÊNCIA ESPLENDOR;3;TERRITORIO FEDERAL DE RONDÔNIA;1583; ;DISTRITO DO IATA;76850000;GUAJARA-MIRIM;RO;semtasguajaramirim@gmail.com;(69) 35415546; ; ;01/07/2013;-10.587.405.093.943.200;-653.826.427.459.717;2;2;1;3;3;0;1;0;1;1;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;0;0;0;1;0;0;0;0;0;1;0; ;0;1;1;1;1;1;0;0;0;0;0;0; ;1;3;1;1;1;0;1;0;1;1;1;0;0;0; ;4;1;0;0;0;0;0;0; ;0;1;0;0;0; ;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0; ;0;0;0;0;0;1;1;0;1;60;6;1;3;1;1;1;0;0;1;0;1;0;0;1;0; ;1;1;0;1;1;0;1;1;1;0;0;1;0; ;0; ; ; ; ; ; ; ; ; ; ; ; ;1;1;0;1;1;0;1;1;0;0; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;0;1100106;11;1;Guajará-Mirim;41656;35207;6449;Pequeno II;24855,724; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;1;1;1;0;0;0;0;0;0;3;1;1;1;0;1;0;1;1;1;0;0;0;4;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0; ; ; ; ; ; ; ; ; ; ;1;1;0;1;1;0;1;1;0;0; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;1;0;1;6;1; ;1;3; ;1; ; ; ;4; ; ; ;4
110010;1100103416038;Centro de Convivência Explendor;3;Território Federal de Rondônia;1583; ;Distrito do Iata;76850000;GUAJARA-MIRIM;RO;semtasguajaramirim@gmail.com;(69) 35415546; ; ;01/07/2013;-10.783;-65.339;2;2;1;3;3;0;1;1;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;0;0;0;1;0;0;0;0;0;1;0; ;0;1;1;1;1;1;0;0;0;0;0;0; ;1;3;1;1;1;0;1;0;1;1;1;0;0;0; ;4;1;0;0;0;0;0;0; ;0;1;0;0;0; ;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0; ;0;0;0;0;0;1;0;0;0;60;6;1;3;1;1;1;0;0;1;0;1;0;0;1;0; ;1;1;0;1;1;0;1;1;1;0;0;1;0; ;0; ; ; ; ; ; ; ; ; ; ; ; ;0;1;0;1;1;1;1;1;0;0; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;0;1100106;11;1;Guajará-Mirim;41656;35207;6449;Pequeno II;24855,724; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;1;1;1;0;0;0;0;0;0;3;1;1;1;0;1;0;1;1;1;0;0;0;4;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0; ; ; ; ; ; ; ; ; ; ;0;1;0;1;1;1;1;1;0;0; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;1;0;1;6;1; ; ;2; ;1; ; ; ;2; ; ; ;2
110011;1100113411486;CENTRO DE CONVIVÊNCIA E FORTALECIMENTO DE VINCULOS;32;GABRIEL BALMANT NEVES;355; ;SAVANA PARK;76890000;JARU;RO;scfv@jaru.ro.gov.br;(69) 35212181; ;35215150;01/04/2015;-10.437.676.146.267.800;-6.250.170.886.516.570;2;1;5;8;1;0;1;1;0;0;1;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;0;1;1;1;1;1;0;1;1;1;0;0; ;1;4;1;0;0;0;1;1;1;1;1;0;0;0; ;1;1;0;0;0;0;0;0; ;0;1;1;0;0; ;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0; ;0;0;0;0;1;1;0;0;1;240;5;4;3;1;1;1;1;0;0;0;1;0;1;1;0; ;1;1;0;0;0;1;1;1;1;1;1;1;0; ;0; ; ; ; ; ; ; ; ; ; ; ; ;0;1;0;1;1;1;1;1;0;0; ;1;0;0;0;1;0; ;1;1;1;1;1;1;1;0;0;0;0;0; ;1;1100114;11;1;Jaru;52005;35118;16887;Médio;2944,128; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;1;1;1;0;0;4;1;0;0;0;1;1;1;1;1;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0; ; ; ; ; ; ; ; ; ; ;0;1;0;1;1;1;1;1;0;0;0;0;0;1;0;1;1;1;1;1;1;1;0;0;0;0;0;2;1;13;1; ;2;3;2; ; ; ; ;3; ;2; ;5
110012;1100123401882;CENTRO DE CONVIVÊNCIA FUNDAÇÃO DE EDUCAÇÃO, CULTURA E DESENVOLVIMENTO EMPRESARIAL E SOCIAL - FUNDAÇÃO JI-CRED/;32;Guanabara;1483; ;val paraiso;76913281;JI-PARANA;RO;angelitabarboza.fundjicred@gmail.com;(69) 34242659;0;(69) 34242659;09/01/2003;-10.906.591.007.797.400;-61.913.553.382.772.800;2;1;5;8;1;0;1;1;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;1;1;1;1;0;0;1;0;0;0; ;1; ; ; ; ; ; ; ; ; ; ; ;0;2;1;0;1;1;1;1;0;0;0;0; ;1;0;0;0;0;0;0;0;0;0;1;0;0;0; ;3;0;0;0;0;0;1;0;Por meio de diagnóstico do profissional próprio do SCFV;1;0;0;0;0; ;0;0;0;0;1;0;0;0;0;0;0;1;1;1;1;0;0; ;0;0;1;0;0;1;1;0;0;450;7;6;4;1;1;1;0;1;1;0;1;1;1;0;1;Ações de Promoção a cidadania e ao protagonismo;1;0;0;1;0;1;1;1;0;0;0;1;1;Diversidade;1;05.866.460/0001-10;0;0;0;0;1;1;0;0;0;0; ;0;0;0;0;1;0;1;1;0;0; ;1;0;0;1;0;1;Sim, por meio de avaliação de satisfação dos serviços e sugestões para melhora;1;0;0;1;1;0;0;1;1;1;0;0; ;1;1100122;11;1;Ji-Paraná;116610;104858;11752;Grande;6896,649; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;1;1;1;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;1;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;1;0;1;1;0;0;1;1;0;0;1;1;1;0;0;2;2;13;1;1;8;8;1;2; ; ; ; ;10; ;7;17
110012;1100123415363;CENTRO DE CONVIVÊNCIA  DO IDOSO;32;São Luiz;348; ;Nova Brasília;76908334;JI-PARANA;RO;ccisemas@gmail.com;(69) 34230014; ; ;10/01/1998;-10.890.372.330.942.700;-61.927.721.500.396.700;2;1;5;6;1;0;0;0;0;0;1;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;0;2;0;0;1;0;0;0;1;0;0;0; ;1;2;0;0;0;0;1;0;0;0;0;0;0;0; ;4;1;0;1;0;0;0;0; ; ; ; ; ;1; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;1; ; ; ; ; ; ; ;400;5;5;3;1;0;1;1;0;1;0;1;1;0;0;0; ;1;1;0;0;0;0;1;1;0;0;0;1;0; ;0; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;1;0;0;0;0;0;0; ;0; ; ; ; ; ; ;0;0;1;0;0;0;0;0;0;0;0;0; ;1;1100122;11;1;Ji-Paraná;116610;104858;11752;Grande;6896,649; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;4;1;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ;0;0;0;1;0;0;0;0;0;0; ; ; ; ; ;0;0;1;0;0;0;0;0;0;0;0;0;1;2;13;1;1;2;3; ; ; ; ; ;2; ;4; ;6
110015;1100153416855;CENTRO DE CONVIVÊNCIA  DO IDOSO- FELICIDADE NÃO TEM IDADE;32;IPÊ;97; ;JARDIM AEROPORTO;76920000;OURO PRETO DO OESTE;RO;centrodeconvivenciadoidosoopo@gmail.com;(69) 34615257; ; ;28/11/2019;-10.726.435.424.435.600;-6.225.126.028.060.910;2;1;5;8;1;0;0;0;0;0;1;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;0;3;1;1;1;1;1;1;1;1;0;0; ;1;2;1;1;1;0;1;1;1;1;1;1;0;0; ;2;1;0;1;0;0;0;0; ;1;1;0;0;0; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;1;0;0;0;0;150;7;5;4;1;1;1;1;1;1;0;1;0;0;1;0; ;1;1;1;0;0;1;1;1;0;1;0;1;0; ;0; ; ; ; ; ; ; ; ; ; ; ; ;0;1;1;1;1;1;1;1;0;0; ;3;1;0;1;1;0; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1;1100155;11;1;Ouro Preto do Oeste;37928;28180;9748;Pequeno II;1969,85; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;0;0;2;1;1;1;0;1;1;1;1;1;1;0;0;2;1;0;1;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ;0;1;1;1;1;1;1;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;11;1; ;2;1;1; ; ; ; ;1; ;2; ;3
110018;1100183415728;Centro de Convivência da 3ª idade;3;Antônio Ricardo de Lima;209; ;Seringal;76970000;PIMENTA BUENO;RO;semast@pimentabueno.ro.gov.br;(69) 34514373; ; ;02/11/1998;-11.669.001.311.324.300;-6.119.044.661.521.910;2;1;1;1;1;0;0;0;0;0;1;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;1;Esta unidade não oferta o SCFV, e sim atividades extras, sendo cadastrado erroneamente no CADSUAS,;0;0; ; ; ; ; ; ; ; ; ;1; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0; ; ; ; ; ; ; ;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;O SCFV não é ofertado nesta unidade, sendo cadastrada erroneamente no CADSUAS,;0;0;0;0;0;0;0;0;0;0;0;0;1;Nenhum;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;0;1100189;11;1;Pimenta Bueno;33822;29417;4405;Pequeno II;6240,94; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;1; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1; ;1; ; ; ; ; ; ; ; ;1; ;1
110020;1100203400041;CENTRO DE CONVIVÊNCIA DO IDOSO - CCI ROSALINA GOMES;3;AMAZONAS;6888; ;TIRADENTES;76824556;PORTO VELHO;RO;cci.semasf@portovelho.ro.gov.br;(69) 39013388; ; ;29/03/2012;-8.757.727.180.648.310;-63.850.682.437.550.800;2;1;5;12;1;0;0;0;0;0;1;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;1;1;1;0;0;1;0;1;0; ;0;1;1;1;1;1;1;0;1;1;0; ;0;3;1;1;1;1;1;0;1;1;0;0; ;1;3;1;1;1;1;1;1;1;1;1;1;0;0; ;2;1;1;1;0;0;0;0; ;1;0;0;0;0; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0; ; ; ; ; ; ; ;2740;7;5;5;1;1;1;1;1;0;0;1;1;0;1;0; ;1;1;0;1;1;0;1;1;1;1;0;1;0; ;0; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;1;0;1;1;1;0;0; ;2;0;0;1;0;0; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1;1100205;11;1;Porto Velho;428527;390733;37794;Grande;34090,962; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;1;1;1;0;0;1;0;1;0;0;1;1;1;1;1;1;0;1;1;0;1;1;1;1;1;0;1;1;0;0;3;1;1;1;1;1;1;1;1;1;1;0;0;2;1;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ;1;1;1;1;0;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;2;13;1; ;6;3; ;1; ; ; ;7; ;2; ;9
110020;1100203417531;CENTRO DE CONVIVÊNCIA LEGIAO DA BOA VONTADE - CENTRO COMUNITARIO DE ASSISTENCIA SOCIAL DA LBV;3;Avenida Farquar;3470; ;Panair;76801432;PORTO VELHO;RO;spcon@lbv.org.br;(69) 32210747; ; ;19/04/2018;-8.745.233.316.546.300;-6.391.231.412.890.190;2;1;5;8;2;0;0;0;1;1;1;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;0;3;1;1;1;0;1;0;1;1;0;0; ;1;0; ; ; ; ; ; ; ; ; ; ; ;1; ;3;1;0;1;0;0;0;0; ;1;0;0;0;0; ;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0; ;0;0;0;1;1;0;1;1;1;55;5;5;4;0;0;1;1;0;0;0;0;0;1;1;0; ;1;1;0;1;0;1;1;1;1;1;1;0;0; ;1;33.915.604/0033-02;0;0;0;0;1;0;0;0;0;0; ;1;0;1;0;0;1;1;1;0;0; ;0; ; ; ; ; ; ;1;1;1;1;0;1;1;1;0;0;0;0; ;1;1100205;11;1;Porto Velho;428527;390733;37794;Grande;34090,962; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;1;1;1;0;0; ; ; ; ; ;1;1;1;1;0;1;1;1;0;0;0;0;2;2;6;1;1;2;2; ;1; ; ; ; ; ; ;5;5
110020;1100203417533;CENTRO DE CONVIVÊNCIA DANIEL NERI - LAR FABIANO DE CRISTO;32;Rua 05 de outubro;1555; ;São Francisco;76801974;PORTO VELHO;RO;iceal@iceal.org.br;(69) 32140688; ; ;22/07/2013;-8.783.275.503.830.290;-6.383.191.287.517.540;2;1;6;8;3;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0; ;0;1;0;0;0;0;0;0;0;0;0; ;1; ; ; ; ; ; ; ; ; ; ; ;0;3;1;1;1;1;1;1;1;1;0;0; ;1;1;1;0;0;1;1;1;1;0;1;0;0;0; ;3;0;0;1;0;0;0;0; ;1;0;0;0;0; ;0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0; ;0;0;1;1;1;1;1;1;1;530;6;6;4;1;0;1;0;0;1;1;1;0;1;1;0; ;1;1;1;0;0;1;0;1;1;1;1;1;0; ;1;33.948.381/0014-09;0;0;0;0;0;1;0;0;0;0; ;1;1;1;1;1;1;1;0;0;0; ;3;1;1;1;1;0; ;0;1;1;1;0;0;1;0;1;0;0;0; ;1;1100205;11;1;Porto Velho;428527;390733;37794;Grande;34090,962; ;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;0;0;1;1;0;0;1;1;1;1;0;1;0;0;0;3;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;1;0;0;0;0;1;1;1;1;1;1;1;0;0;0;1;1;1;1;0;0;1;1;1;0;0;1;0;1;0;0;0;2;2;13;1;2;2;8;2;1; ; ; ; ; ; ;12;12
110020;1100203418241;CENTRO DE CONVIVÊNCIA DO IDOSO DE ABUNÃ PORTO VELHO - CCI ABUNÃ;32;BARÃO DO RIO BRANCO;0;GALPÃO DA ESTRADA DE FERRO MADEIRA MAMORÉ;CENTRO;76843000;PORTO VELHO;RO;cciabuna.semasf@portovelho.ro.gov.br;(55) 984733588; ; ;26/11/2016;-9.698.340.025.655.160;-6.537.035.393.623.220;2;2;5;6;3;0;0;0;0;0;1;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;0;1;0;1;1;0;0;1;1;1;0;0; ;1;6; ; ; ; ; ; ; ; ; ; ; ;1; ;4;0;0;0;1;0;1;0;Agentes Comunitários de Saúde,; ; ; ; ;1; ;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;Pescadores profissionais,;0;0;0;0;1;0;0;0;1;47;6;4;3;0;1;0;0;0;0;0;1;0;0;0;0; ;1;1;0;0;0;0;0;1;0;0;0;1;0; ;0; ; ; ; ; ; ; ; ; ; ; ; ;0;0;1;0;0;1;0;0;1;0;Registro das atividades, fichas de cadastro de usuários e fotos de ações,;1;0;0;1;0;0; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1;1100205;11;1;Porto Velho;428527;390733;37794;Grande;34090,962; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;1;0;0;6;0;0;0;0;0;0;0;0;0;0;0;1;4;0;0;0;1;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0; ; ; ; ; ; ; ; ; ; ;0;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;5;1; ;2; ; ; ; ; ; ;2; ; ; ;2
110025;1100253400043;CENTRO DE CONVIVÊNCIA INSTITUTO EDUCACIONAL SARGENTO DE LIMA GUARDA MIRIM;32;INDEPENDÊNCIA;0;GINÁSIO DE ESPORTES;CENTRO;76916000;PRESIDENTE MEDICI;RO;scfv@presidentemedici.ro.gov.br;(69) 34711298; ; ;22/02/2007;-11.167.434.312.247.800;-6.190.544.843.673.700;2;1;3;3;2;0;1;1;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;1;0; ;0;1;1;1;1;1;1;1;1;1;0;0; ;1;2;1;1;1;1;1;1;1;1;1;1;0;0; ;4;1;1;1;0;1;0;0; ;0;1;0;1;0;CREAS;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;1;1;1;1;1;1;1;280;4;4;3;1;1;1;1;1;1;1;1;0;1;1;0; ;1;1;1;1;1;1;1;1;1;1;1;1;0; ;1;08.826.487/0001-78;1;0;0;0;0;1;0;0;0;0; ;0;0;1;1;1;1;1;1;0;0; ;2;0;0;1;0;0; ;1;1;1;1;1;1;1;1;1;1;0;0; ;2;1100254;11;1;Presidente Médici;22319;13303;9016;Pequeno II;1758,465; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;1;1;1;1;0;0;2;1;1;1;1;1;1;1;1;1;1;0;0;4;1;1;1;0;1;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;1;0;0;1;1;1;1;1;1;1;1;1;1;0;0;0;1;13;1; ; ;1;1; ; ; ; ; ; ; ;1;1
